title,channel_title,desc,date,tags,liked,disliked,views
Nastya has grown a lot and dad is taking her to shopping,Like Nastya,"Nastya has grown a lot and dad is taking her to shopping
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-09-05T06:00:01Z,"['nastya', 'nastya and dad', 'kids shopping', 'dress up', 'kids grow', 'story for kids', 'like nastya', 'настя', 'настя и папа']",228862,83117,46982575
Nastya and the story about mysterious surprises,Like Nastya,"Nastya and the story about mysterious surprises - New Story Collection for Kids
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-09-03T06:00:13Z,"['nastya', 'new kids story', 'stories for kids', 'pretend play', 'play with dad', 'Collection for Kids', 'kids videos', 'настя']",162909,57677,28038046
Nastya found a doll and pretends to be a parent,Like Nastya,"Nastya found a doll and pretends to be a parent
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-09-01T06:00:05Z,"['nastya', 'nastya and dad', 'pretend', 'play', 'pretends to be a parent', 'toys for kids', 'story for kids', 'настя']",849624,424932,199153319
Nastya lost her dog and other stories for kids,Like Nastya,"Nastya lost her dog and other stories for children about friends and animals.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-08-30T06:00:05Z,"['nastya', 'nastya and pet', 'pets', 'lost dog', 'cat', 'animals', 'for kids', 'stories for kids', 'like nastya', 'настя']",264333,113011,49280282
Nastya and family games with kids for outside,Like Nastya,"Nastya and family games with kids for outside
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-08-28T06:00:00Z,"['nastya', 'family fun', 'fun for kids', 'kids playing', 'toys for kids', 'family games', 'nastya and dad', 'outdoor', 'настя', 'лайк настя']",288921,136116,59836909
Nastya is trying to scare dad,Like Nastya,"Nastya tries to scare dad and other cases from the life of Nastya and dad
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-08-25T06:00:02Z,"['nastya', 'trying to scare', 'pretend play', 'play with dad', 'funny cases', 'family fun', 'play with toys', 'kids videos', 'toys', 'настя']",225188,109495,42729230
Nastya prepares ice cream and a milkshake for dad,Like Nastya,"Nastya prepares ice cream and a milkshake for dad
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-08-23T06:00:00Z,"['nastya', 'cooking for kids', 'play', 'pretend play', 'play kitchen', 'toys for kids', 'play cook', 'kid cooking', 'настя']",100081,27517,15688383
Настя украшает машину в яркие цвета,Like Nastya,"Настя украшает машину в яркие цвета и отправляется на ней в путешествие.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-08-20T06:00:04Z,"['nastya', 'play', 'car for kids', 'diy for kids', 'pretend play', 'Nastya and dad', 'for kids', 'настя']",443632,185121,95633981
The Floor is Lava with Nastya and dad,Like Nastya,"The Floor is Lava with Nastya and her funny dad
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-08-16T09:00:15Z,"['nastya', 'Floor is Lava', 'lava floor', 'pretend play', 'for kids', 'Nastya and dad', 'настя']",681689,362035,146693134
Nastya teaches that you cannot eat sweets,Like Nastya,"Nastya teaches that you cannot eat sweets at school
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-08-13T06:00:01Z,"['nastya', 'kids play', 'kids pretend play', 'nastya and friends', 'nastya learn', 'play school', 'like nastya', 'настя', 'лайк настя']",93016,28913,14139787
Nastya and funny Collection of New Stories for Kids,Like Nastya,"Nastya and funny cases about inflatable toys. Nastya inflates toys and comes up with interesting stories.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-08-11T06:00:04Z,"['Nastya', 'Nastya and dad', 'Like Nastya', 'stories for kids', 'kids videos', 'play toys', 'Настя', 'Настя и папа', 'New Stories for Kids', 'Collection']",1501022,708087,289804097
Nastya makes a new room for dad,Like Nastya,"Nastya makes a new room for dad, just like the boys. Now dad also has his own beautiful room.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-08-09T06:00:02Z,"['nastya', 'new room', 'my room', 'pretend play', 'toys', 'funny dad', 'for kids', 'nastya and dad', 'like nastya', 'настя', 'настя и папа']",436257,203301,94273261
Nastya and her funny pets kittens,Like Nastya,Nastya and stories about her funny pets kittens and mother cat.,2020-08-07T06:00:07Z,"['nastya', 'pets', 'kittens', 'funny pets', 'kids stories', 'kids videos', 'nastya and cat', 'nastya and dad', 'for kids', 'настя', 'настя и папа']",206073,77217,36686521
Nastya is looking for a new playhouse to hide,Like Nastya,"Nastya cannot go inside the house and she has to look for another house until dad returns home. On the way, she meets interesting bright playhouses.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-08-05T06:00:02Z,"['nastya', 'playhouse', 'kids play toys', 'toys for kids', 'outdoor toys', 'pretend play', 'nastya and friends', 'fun play', 'настя', 'лайк настя']",146260,57482,29506924
Nastya pretends to protect her toys,Like Nastya,"Nastya plays with toys and protects them from uninvited guests.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-08-03T07:00:08Z,"['nastya', 'pretend play', 'toys for kids', 'nastya play', 'inflatable toys', 'swim with toys', 'nastya and dad', 'настя']",98356,41776,23547693
Nastya and a big Collection of Chocolate Stories for kids,Like Nastya,"Nastya and a large collection of Chocolate Stories for children. The best episodes from the children's channel Like Nastya.
Subscribe to Like Nastya - https://is.gd/gdv8uX",2020-08-01T07:30:00Z,,202459,93116,44548433
Настя и песенка для детей про Доктора,Like Nastya,"Настя и песенка для детей про Здоровье, о том как важно проверять зрение и чистить уши.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-30T13:49:56Z,"['песня для детей', 'Настя песня', 'песня про здоровье', 'лайк настя', 'kids song', 'check up song', 'sing along', 'Nastya song', 'song for children', 'like nastya', 'nastya', 'doctor song']",328684,164136,87714176
Check up song for kids by Nastya,Like Nastya,"Song for kids by Nastya. Nastya and dad are singing about how important it is to go to the doctor for a checkup.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-30T09:00:06Z,"['nastya song', 'sing along', 'song for kids', 'check up song', 'nastya', 'nastya and dad', 'настя', 'Настя песня']",213874,96796,45318344
Настя и весёлые истории про развлечения на пляже,Like Nastya,"Настя и весёлые серии про развлечения на пляже. Новые истории про Настю и папу которые играют на пляже.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-28T09:00:02Z,"['новые серии', 'истории для детей', 'настя и папа', 'настя', 'лайк настя', 'на пляже', 'play on the beach', 'family fun', 'beach', 'pretend play', 'toys', 'toys for beach', 'stories for kids', 'kids videos', 'nastya', 'like nastya']",440189,181508,82394343
Nastya turns unhealthy food into jelly,Like Nastya,"Nastya turns unhealthy food into jelly and tries to dissuade dad from eating sweets.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-07-26T07:00:09Z,"['nastya', 'jelly food', 'pretend play', 'candy story', 'story for kids', 'jelly', 'Nastya and dad', 'настя', 'Настя и папа']",267048,119124,65331810
Настя и волшебный телефон,Like Nastya,"Настя играет с волшебным телефоном и переносится в мир детских игр.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-24T07:00:15Z,"['волшебный телефон', 'игрушки', 'настя', 'настя и папа', 'телефон', 'видео для детей', 'magic phone', 'phone for kids', 'kids video', 'pretend play', 'toys', 'magic toy', 'big toy', 'nastya and dad', 'like nastya', 'nastya']",230931,99878,61024707
Nastya makes jokes on her dad,Like Nastya,"Nastya plays with magic puzzles and makes jokes with her dad.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-07-22T06:00:06Z,"['nastya', 'toys for kids', 'toy', 'pretend play', 'for kids', 'kids joke', 'jokes for kids', 'nastya and dad', 'настя']",86199,30187,16958956
Nastya buys ice cream and lemonade on the beach,Like Nastya,"Nastya goes to rest on the beach and buys ice cream and lemonade
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-20T06:00:08Z,"['nastya', 'ice cream toys', 'pretend play', 'ice cream for kids', 'pretend play ice cream', 'toys', 'for kids', 'nastya and dad', 'настя']",88436,32834,17409486
Настя и папа развлекаются с игрушками - самые популярные серии для детей,Like Nastya,"Настя и самые популярные серии для детей про игрушки.
https://www.instagram.com/likenastya/",2020-07-18T06:00:04Z,"['игрушки', 'Настя и папа', 'Настя все серии', 'лайк настя', 'toys', 'kids videos', 'play with toys', 'stories for kids', 'popular series', 'nastya', 'Like Nastya']",629560,278104,132944854
Настя и история про цветные волосы,Like Nastya,"У Насти странный сон о окрашенных волосах
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-07-17T05:00:10Z,"['настя', 'история на ночь', 'цветные волосы', 'colored hair', 'bedtime story', 'story for kids', 'pretend play', 'Nastya and dad', 'like nastya']",210319,86876,49504282
Nastya found a treasure on the beach,Like Nastya,"Nastya found the sea king and he presented her with a treasure trove.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-13T05:00:04Z,"['nastya', 'toys for beach', 'treasure', 'kids play', 'toys', 'pretend play', 'for kids', 'like nastya', 'настя', 'настя и папа']",311849,127004,78650969
Nastya and Dad open boxes with surprises to learn the alphabet,Like Nastya,"Nastya and dad open boxes with surprises to learn the alphabet and numbers.
Please, Subscribe to 
Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-10T07:00:04Z,"['nastya', 'learn alphabet', 'learn and play', 'abc learning', 'English alphabet', 'nastya and dad', 'nastya learning', 'настя']",1165333,609131,222910800
Пол это лава от Лайк Настя,Like Nastya,"Пол это лава от Лайк Настя
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-08T06:00:11Z,"['пол это лава', 'настя', 'лайк настя', 'пол лава', 'floor is lava', 'lava floor', 'play', 'Nastya and dad', 'nastya', 'like nastya']",394085,205077,99656812
Nastya and the strange guest under the bed,Like Nastya,"Someone has settled under Nastya's bed and asks to eat. A story about a strange inhabitant under the bed.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-07-06T06:00:01Z,"['Like Nastya', 'monsters under the bed', 'someone under the bed', 'story', 'story time', 'bedtime story', 'storytime', 'stories for kids', 'настя и папа', 'настя', 'nastya', 'monsters under my bed']",352137,173076,95497500
Nastya does a dress up and jumps on a kids trampoline,Like Nastya,"Nastya does a dress up and jumps on a trampoline for kids.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-04T06:00:00Z,"['nastya', 'trampoline for kids', 'pretend play', 'dress up', 'toys for kids', 'play with toys', 'Nastya and dad', 'for kids', 'настя']",69329,27159,15913093
Настя превращает маленькие игрушки в большие,Like Nastya,"Настя нашла волшебный насос и теперь все её игрушки превращаются в гигантские.
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-07-02T06:00:06Z,"['игрушки', 'настя и папа', 'настя', 'лайк настя', 'inflatable toys', 'pretend', 'play with toys', 'videos for kids', 'nastya', 'like nastya', 'big toys']",266447,124996,72569602
Настя участвует в танцевальном конкурсе,Like Nastya,"Настя выйграла в конкурсе на лучший танец, теперь она может научить папу танцевать.
Watch Jungle Beat wow - https://linktr.ee/junglebeatthemovie
“This video is sponsored by Jungle Beat The Movie” #ad
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-06-30T06:00:08Z,"['танцы для детей', 'танцевальный конкурс', 'настя и папа', 'танцы', 'настя', 'лайк настя', 'dances for children', 'dancing', 'competition', 'pretend play', 'dance video', 'kids video', 'Nastya and dad', 'like nastya', 'nastya']",247449,97327,54892119
Nastya and a funny story about a sleeping dad,Like Nastya,"Nastya and a funny story about a sleeping dad
Subscribe to Like Nastya - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/
Tik Tok - https://vm.tiktok.com/pY1S2D/",2020-06-28T06:00:13Z,"['nastya', 'funny dad', 'sleeping dad', 'pretend play', 'bedtime story', 'story for kids', 'kids stories', 'for kids', 'настя', 'Настя и папа']",238042,111336,53483156
